228	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#222.547#222.776
229	почему	почему	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#226.014#226.245
230	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#226.245#226.477
231	а	а	CCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#238.805#239.032
232	туда	туда	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#239.032#239.259
233	охота	охота	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#239.259#239.486
234	возвращаться	возвращаться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@ns1982m-words#@ns1982m#239.486#239.713
235	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#239.713#239.94
236	почему	почему	ADV	_	Degree=Pos	_	_	_	@ns1982m-words#@ns1982m#241.447#241.656
237	?	?	PUNCT	_	_	_	_	_	@ns1982m-words#@ns1982m#241.656#241.865
238	улица	улица	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#277.626#277.872
239	Ленина	Ленин	PROPN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#277.872#278.118
240	как	как	SCONJ	_	_	_	_	_	@ns1982m-words#@ns1982m#278.118#278.364
241	правило	правило	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ns1982m-words#@ns1982m#278.364#278.611
242	почему	почему	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#7.793#8.155
243	?	?	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#8.155#8.517
244	так	так	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#14.068#14.334
245	должно	должен	PRED	_	_	_	_	_	@nk1985m-words#@nk1985m#14.334#14.6
246	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#14.6#14.866
247	течение	течение	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#14.866#15.132
248	чтобы	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@nk1985m-words#@nk1985m#15.132#15.398
249	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#15.398#15.664
250	против	против	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#15.664#15.931
251	типа	типа	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#15.965#16.175
252	надо	надо	PRED	_	_	_	_	_	@nk1985m-words#@nk1985m#16.175#16.385
253	войти	войти	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#16.385#16.595
254	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#16.595#16.805
255	реку	река	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#16.805#17.015
256	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#17.015#17.225
257	идти	идти	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#17.225#17.435
258	против	против	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#17.435#17.645
259	течения	течение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#17.645#17.862
260	если	если	SCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#17.896#18.105
261	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@nk1985m-words#@nk1985m#18.105#18.314
262	стоишь	стоять	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#18.314#18.523
263	на	на	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#18.523#18.732
264	берегу	берег	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#18.732#18.941
265	как	как	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#18.941#19.15
266	бы	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#19.15#19.359
267	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#19.359#19.568
268	течения	течение	NOUN	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#19.568#19.777
269	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@nk1985m-words#@nk1985m#19.777#19.986
270	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#19.986#20.195
271	чувствуешь	чувствовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#20.195#20.413
272	идти	идти	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#20.448#20.74
273	вдоль	вдоль	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#20.74#21.032
274	берега	берег	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#21.032#21.324
275	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#21.324#21.616
276	обратную	обратный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#21.616#21.908
277	сторону	сторона	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#21.908#22.2
278	легко	легко	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#22.2#22.492
279	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#22.492#22.784
280	а	а	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#22.784#23.076
281	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@nk1985m-words#@nk1985m#23.076#23.368
282	вон	вон	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#23.368#23.66
283	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#23.66#23.952
284	самую	самый	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#23.952#24.244
285	воду	вода	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#24.244#24.536
286	влезь	влезть	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#24.536#24.828
287	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#24.828#25.12
288	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#25.12#25.412
289	иди	идти	VERB	_	Aspect=Imp|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#25.412#25.704
290	там	там	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#25.704#26.0
291	к	к	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#27.137#27.372
292	сожалению	сожаление	NOUN	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#27.372#27.607
293	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#27.607#27.842
294	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#27.842#28.077
295	первый	первый	ADJ	_	Animacy=Inan|Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#28.077#28.312
296	год	год	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#28.312#28.551
297	хотелось	хотеться	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@nk1985m-words#@nk1985m#28.758#29.04
298	бы	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#29.04#29.322
299	чтоб	чтобы	SCONJ	_	Mood=Cnd	_	_	_	@nk1985m-words#@nk1985m#29.322#29.604
300	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@nk1985m-words#@nk1985m#29.604#29.886
301	были	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#29.886#30.168
302	эээ	эээ	INTJ	_	_	_	_	_	@nk1985m-words#@nk1985m#30.168#30.45
303	там	там	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#30.45#30.732
304	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#30.732#31.014
305	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#31.014#31.296
306	прошлогодние	прошлогодний	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#31.296#31.585
307	молодые	молодой	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#33.034#33.551
308	подающие	подавать	VERB	_	Aspect=Imp|Case=Nom|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#33.551#34.068
309	много	много	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#34.068#34.383
310	много	много	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#34.383#34.698
311	нууу	ну	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#34.698#35.013
312	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#35.013#35.328
313	ну	ну	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#35.328#35.643
314	с	с	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#35.643#35.958
315	двенадцатого	двенадцатый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#35.958#36.273
316	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#36.273#36.588
317	допустим	допустить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#36.588#36.903
318	с	с	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#36.903#37.218
319	конца	конец	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#37.218#37.533
320	двенадцатого	двенадцатый	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#37.533#37.848
321	года	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#37.848#38.172
322	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#56.724#57.017
323	?	?	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#57.017#57.31
324	да	да	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#59.827#60.309
325	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@nk1985m-words#@nk1985m#60.309#60.791
326	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#60.791#61.275
327	ну	ну	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#70.827#71.091
328	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#71.091#71.355
329	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#71.355#71.619
330	очень	очень	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#71.619#71.883
331	просто	просто	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#71.883#72.147
332	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#72.147#72.411
333	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@nk1985m-words#@nk1985m#72.411#72.675
334	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#72.675#72.939
335	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@nk1985m-words#@nk1985m#72.939#73.203
336	?	?	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#73.203#73.467
337	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#73.467#73.731
338	есть	быть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#73.731#73.995
339	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#73.995#74.259
340	очень	очень	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#74.259#74.523
341	эээм	эм	INTJ	_		_	_	_	@nk1985m-words#@nk1985m#74.523#74.793
342	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@nk1985m-words#@nk1985m#74.793#75.118
343	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#75.118#75.443
344	очень	очень	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#75.443#75.768
345	рад	рад	ADJ	_	Degree=Pos|Gender=Masc|Number=Sing|Variant=Short	_	_	_	@nk1985m-words#@nk1985m#75.768#76.093
346	что	что	SCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#76.093#76.418
347	как	как	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#76.418#76.743
348	бы	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#76.743#77.068
349	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#77.068#77.393
350	ммм	ммм	X	_	_	_	_	_	@nk1985m-words#@nk1985m#77.393#77.724
351	был	быть	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#78.827#79.378
352	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#79.378#79.929
353	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#79.929#80.48
354	определённая	определённый	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#80.48#81.031
355	обратная	обратный	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#81.031#81.582
356	связь	связь	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#81.582#82.133
357	эээ	эээ	INTJ	_	_	_	_	_	@nk1985m-words#@nk1985m#82.133#82.689
358	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#82.689#83.058
359	среде	среда	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#83.058#83.427
360	эээм	эм	INTJ	_		_	_	_	@nk1985m-words#@nk1985m#83.427#83.796
361	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#83.796#84.165
362	людей	человек	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#84.165#84.534
363	слушающих	слушать	VERB	_	Aspect=Imp|Case=Gen|Number=Plur|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#84.534#84.903
364	наш	наш	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#84.903#85.272
365	коллектив	коллектив	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#85.272#85.641
366	эм	эм	INTJ	_	_	_	_	_	@nk1985m-words#@nk1985m#85.641#86.01
367	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#86.01#86.379
368	которым	который	PRON	_	Case=Dat|Num=Plur	_	_	_	@nk1985m-words#@nk1985m#86.379#86.748
369	было	быть	AUX	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#86.748#87.117
370	обидно	обидно	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#87.117#87.486
371	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#87.486#87.855
372	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@nk1985m-words#@nk1985m#87.855#88.224
373	как	как	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#88.224#88.593
374	будто	будто	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#88.593#88.962
375	бы	бы	PART	_	Mood=Cnd	_	_	_	@nk1985m-words#@nk1985m#88.962#89.331
376	почувствовали	почувствовать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#89.331#89.7
377	предательство	предательство	NOUN	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#89.7#90.069
378	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#90.069#90.438
379	брата	брат	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#90.438#90.827
380	ээм	ээм	INTJ	_	_	_	_	_	@nk1985m-words#@nk1985m#90.827#91.106
381	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#91.106#91.385
382	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#91.385#91.664
383	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#91.664#91.943
384	видимо	видимо	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#91.943#92.222
385	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#92.222#92.501
386	народе	народ	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#92.501#92.78
387	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#92.78#93.059
388	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#93.059#93.338
389	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#93.338#93.617
390	нашем	наш	DET	_	Case=Loc|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#93.617#93.896
391	отечественном	отечественный	ADJ	_	Case=Loc|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#93.896#94.175
392	сидит	сидеть	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#94.175#94.454
393	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#94.454#94.733
394	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#94.733#95.012
395	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#95.012#95.291
396	желание	желание	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#95.291#95.57
397	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#95.57#95.849
398	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#95.849#96.128
399	всему	всё	DET	_	Case=Dat|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#96.128#96.407
400	там	там	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#96.407#96.686
401	столичному	столичный	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#96.686#96.965
402	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#96.965#97.244
403	там	там	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#97.244#97.523
404	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#97.523#97.802
405	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#97.802#98.081
406	околокремлёвскому	околокремлёвский	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#98.081#98.36
407	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#98.36#98.639
408	эээ	эээ	INTJ	_	_	_	_	_	@nk1985m-words#@nk1985m#98.639#98.918
409	у	у	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#98.918#99.197
410	провластному	провластный	ADJ	_	Case=Dat|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#99.197#99.476
411	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#99.476#99.755
412	там	там	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#99.755#100.034
413	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#100.034#100.313
414	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#100.313#100.592
415	нож	нож	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#100.592#100.871
416	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#100.871#101.15
417	спину	спина	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#101.15#101.429
418	вставить	вставить	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#101.429#101.708
419	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#101.708#101.987
420	как-то	как-то	ADV	_	Degree=Pos	_	_	_	@nk1985m-words#@nk1985m#101.987#102.275
421	и	и	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#102.275#102.481
422	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#102.481#102.687
423	хотя	хотя	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#102.687#102.893
424	бы	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#102.893#103.099
425	вот	вот	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#103.099#103.305
426	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@nk1985m-words#@nk1985m#103.305#103.511
427	бы	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#103.511#103.717
428	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#103.717#103.923
429	б	бы	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#103.923#104.129
430	сделали	сделать	VERB	_	Aspect=Perf|Mood=Cnd|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#104.129#104.335
431	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#104.335#104.541
432	а	а	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#104.541#104.747
433	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@nk1985m-words#@nk1985m#104.747#104.953
434	этого	это	PRON	_	Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#104.953#105.159
435	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#105.159#105.365
436	сделали	сделать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@nk1985m-words#@nk1985m#105.365#105.571
437	/	/	PUNCT	_	_	_	_	_	@nk1985m-words#@nk1985m#105.571#105.777
438	и	и	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#105.777#105.983
439	такое	такой	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#105.983#106.189
440	разочарование	разочарование	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#106.189#106.413
441	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#107.344#107.55
442	стали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@nk1985m-words#@nk1985m#107.55#107.756
443	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@nk1985m-words#@nk1985m#107.756#107.962
444	орудием	орудие	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#107.962#108.168
445	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#108.168#108.374
446	их	их	DET	_	_	_	_	_	@nk1985m-words#@nk1985m#108.374#108.58
447	руках	рука	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#108.58#108.786
448	ну	ну	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#108.786#108.999
449	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@nk1985m-words#@nk1985m#109.793#109.997
450	кажется	казаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@nk1985m-words#@nk1985m#109.997#110.201
451	важно	важно	PRED	_	_	_	_	_	@nk1985m-words#@nk1985m#110.201#110.405
452	не	не	PART	_	_	_	_	_	@nk1985m-words#@nk1985m#110.405#110.609
453	стать	стать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Mid	_	_	_	@nk1985m-words#@nk1985m#110.609#110.813
454	орудием	орудие	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@nk1985m-words#@nk1985m#110.813#111.017
455	ни	ни	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#111.017#111.221
456	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#111.221#111.425
457	их	их	DET	_	_	_	_	_	@nk1985m-words#@nk1985m#111.425#111.629
458	руках	рука	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#111.629#111.833
459	ни	ни	CCONJ	_	_	_	_	_	@nk1985m-words#@nk1985m#111.833#112.037
460	в	в	ADP	_	_	_	_	_	@nk1985m-words#@nk1985m#112.037#112.241
461	других	другой	ADJ	_	Case=Loc|Degree=Pos|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#112.241#112.445
462	руках	рука	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur	_	_	_	@nk1985m-words#@nk1985m#112.445#112.649
